qc_id,timestamp,batch_id,sku,parameter,value,pass_fail,notes,value 
QC_512913,2025-03-14 10:17:18,BATCH_16304,High Energy Brown,crust_color_level,-0.33,fail,Internal temperature deviation,-0.33
QC_503863,2025-02-23 11:30:50,BATCH_13287,Soft White,crust_color_level,-1.19,fail,Color inconsistency,-1.19
QC_501895,2025-02-23 21:48:13,BATCH_12631,Wholegrain Brown,internal_temp_c,93.07,pass,,93.07
QC_505442,2025-03-16 06:20:38,BATCH_13814,Seed Loaf,texture_score,5.96,pass,,5.96
QC_500569,2025-05-31 06:53:28,BATCH_12189,Seed Loaf,crust_color_level,2.87,pass,,2.87
QC_501816,2025-07-27 22:01:43,BATCH_12605,Soft White,texture_score,-1.4,fail,Below expected tolerance,-1.4
QC_507568,2025-06-10 04:00:28,BATCH_14522,Whole Wheat,slice_uniformity_mm,-0.43,fail,Below expected tolerance,-0.43
QC_506102,2025-06-03 21:22:18,BATCH_14034,High Energy White,weight_grams,710.96,pass,,710.96
QC_502975,2025-05-07 13:35:49,BATCH_12991,High Energy White,moisture_percent,30.85,fail,Color inconsistency,30.85
QC_517364,2025-04-27 08:05:26,BATCH_17788,High Energy Brown,moisture_percent,31.22,pass,,31.22
QC_510492,2025-03-27 00:50:00,BATCH_15497,Wholegrain Brown,crust_color_level,5.06,fail,Color inconsistency,5.06
QC_500190,2025-05-08 08:12:28,BATCH_12063,High Energy Brown,crust_color_level,4.6,pass,,4.6
QC_500699,2025-03-01 10:10:07,BATCH_12233,High Energy Brown,texture_score,4.33,pass,,4.33
QC_516990,2025-01-18 03:26:17,BATCH_17663,Family Loaf,texture_score,6.0,pass,,6.0
QC_512468,2025-04-30 08:23:45,BATCH_16156,High Energy Brown,texture_score,0.66,fail,Seal issue detected,0.66
QC_500301,2025-04-09 12:10:17,BATCH_12100,Wholegrain Brown,internal_temp_c,92.94,fail,Above tolerance range,92.94
QC_503420,2025-04-15 18:39:48,BATCH_13140,Wholegrain Brown,slice_uniformity_mm,8.26,fail,Above tolerance range,8.26
QC_501060,2025-04-30 03:04:18,BATCH_12353,Soft White,internal_temp_c,90.67,fail,Above tolerance range,90.67
QC_514434,2025-04-05 03:49:00,BATCH_16811,High Energy Brown,weight_grams,708.23,pass,,708.23
QC_510757,2025-01-18 06:52:31,BATCH_15585,Whole Wheat,moisture_percent,33.39,pass,,33.39
QC_503444,2025-04-11 08:22:58,BATCH_13148,Family Loaf,crust_color_level,4.5,pass,,4.5
QC_517453,2025-05-26 03:24:42,BATCH_17817,High Energy White,slice_uniformity_mm,8.21,fail,Above tolerance range,8.21
QC_510716,2025-07-24 16:39:56,BATCH_15572,Seed Loaf,slice_uniformity_mm,7.39,fail,Above tolerance range,7.39
QC_508208,2025-01-05 21:01:20,BATCH_14736,Soft White,weight_grams,693.33,pass,,693.33
QC_507679,2025-02-14 00:46:49,BATCH_14559,Whole Wheat,weight_grams,682.02,pass,,682.02
QC_511312,2025-03-21 14:15:13,BATCH_15770,Family Loaf,crust_color_level,3.71,pass,,3.71
QC_504642,2025-03-25 06:54:02,BATCH_13547,High Energy Brown,internal_temp_c,90.81,fail,Internal temperature deviation,90.81
QC_512946,2025-03-25 16:20:57,BATCH_16315,Soft White,slice_uniformity_mm,8.12,fail,Below expected tolerance,8.12
QC_509007,2025-06-08 19:36:34,BATCH_15002,Seed Loaf,moisture_percent,40.9,fail,Above tolerance range,40.9
QC_507996,2025-07-07 00:38:02,BATCH_14665,Whole Wheat,internal_temp_c,100.17,fail,Color inconsistency,100.17
QC_505600,2025-05-19 18:54:52,BATCH_13866,High Energy Brown,internal_temp_c,91.68,fail,Above tolerance range,91.68
QC_509151,2025-01-31 20:12:29,BATCH_15050,Soft White,texture_score,6.84,pass,,6.84
QC_507022,2025-07-03 20:27:42,BATCH_14340,Family Loaf,moisture_percent,34.69,pass,,34.69
QC_515636,2025-05-06 11:48:22,BATCH_17212,Soft White,weight_grams,714.27,pass,,714.27
QC_516609,2025-02-09 23:54:33,BATCH_17536,High Energy White,moisture_percent,41.22,fail,Seal issue detected,41.22
QC_505895,2025-03-14 13:28:44,BATCH_13965,Seed Loaf,crust_color_level,2.97,pass,,2.97
QC_510677,2025-07-03 17:02:08,BATCH_15559,Wholegrain Brown,moisture_percent,30.46,fail,Internal temperature deviation,30.46
QC_508754,2025-03-17 13:02:05,BATCH_14918,Soft White,weight_grams,687.78,pass,,687.78
QC_503436,2025-05-13 14:38:21,BATCH_13145,Wholegrain Brown,internal_temp_c,92.87,fail,Seal issue detected,92.87
QC_514565,2025-05-06 23:29:58,BATCH_16855,Soft White,crust_color_level,1.36,pass,,1.36
QC_514373,2025-07-02 23:24:28,BATCH_16791,Whole Wheat,moisture_percent,34.71,pass,,34.71
QC_506893,2025-05-15 10:42:32,BATCH_14297,High Energy White,slice_uniformity_mm,2.35,pass,,2.35
QC_517429,2025-02-26 15:02:51,BATCH_17809,Wholegrain Brown,internal_temp_c,96.52,pass,,96.52
QC_512757,2025-07-15 03:59:42,BATCH_16252,High Energy White,internal_temp_c,98.21,pass,,98.21
QC_508050,2025-04-27 13:48:51,BATCH_14683,Seed Loaf,weight_grams,717.32,pass,,717.32
QC_509146,2025-04-24 05:44:53,BATCH_15048,Soft White,texture_score,2.1,pass,,2.1
QC_504555,2025-05-10 11:19:21,BATCH_13518,Wholegrain Brown,internal_temp_c,99.47,fail,Internal temperature deviation,99.47
QC_511296,2025-06-05 11:38:39,BATCH_15765,Wholegrain Brown,package_seal_strength,113.19,pass,,113.19
QC_504735,2025-04-26 05:27:41,BATCH_13578,High Energy Brown,moisture_percent,30.3,fail,Seal issue detected,30.3
QC_501218,2025-02-23 00:14:41,BATCH_12406,High Energy White,texture_score,2.24,pass,,2.24
QC_513446,2025-03-09 03:15:45,BATCH_16482,Family Loaf,weight_grams,703.34,pass,,703.34
QC_503987,2025-04-17 00:50:08,BATCH_13329,Wholegrain Brown,internal_temp_c,98.83,pass,,98.83
QC_505699,2025-06-22 19:22:41,BATCH_13899,High Energy White,weight_grams,685.36,pass,,685.36
QC_513992,2025-04-19 21:04:22,BATCH_16664,Whole Wheat,texture_score,7.85,pass,,7.85
QC_517340,2025-01-01 20:37:11,BATCH_17780,Wholegrain Brown,internal_temp_c,91.64,fail,Below expected tolerance,91.64
QC_502869,2025-05-16 12:11:08,BATCH_12956,Family Loaf,moisture_percent,32.74,pass,,32.74
QC_511969,2025-03-23 11:31:19,BATCH_15989,Family Loaf,internal_temp_c,96.63,pass,,96.63
QC_514207,2025-07-27 01:48:36,BATCH_16735,Soft White,texture_score,3.13,pass,,3.13
QC_502961,2025-02-09 19:09:10,BATCH_12987,High Energy Brown,weight_grams,707.68,pass,,707.68
QC_514172,2025-07-13 14:50:52,BATCH_16724,Seed Loaf,package_seal_strength,89.0,pass,,89.0
QC_502200,2025-05-09 06:25:22,BATCH_12733,Soft White,moisture_percent,29.07,fail,Above tolerance range,29.07
QC_516482,2025-07-12 08:32:56,BATCH_17494,Wholegrain Brown,crust_color_level,0.6,fail,Below expected tolerance,0.6
QC_505592,2025-06-01 06:43:21,BATCH_13864,Soft White,package_seal_strength,109.2,pass,,109.2
QC_502557,2025-05-24 10:14:52,BATCH_12852,Seed Loaf,weight_grams,715.86,pass,,715.86
QC_515586,2025-05-15 00:03:15,BATCH_17195,High Energy Brown,slice_uniformity_mm,-0.03,fail,Above tolerance range,-0.03
QC_509637,2025-07-10 09:00:25,BATCH_15212,Family Loaf,weight_grams,681.52,pass,,681.52
QC_505539,2025-02-03 07:28:37,BATCH_13846,High Energy White,slice_uniformity_mm,1.21,fail,Below expected tolerance,1.21
QC_512874,2025-03-14 05:25:27,BATCH_16291,Family Loaf,texture_score,11.55,fail,Above tolerance range,11.55
QC_512183,2025-06-26 18:15:18,BATCH_16061,Wholegrain Brown,crust_color_level,1.69,pass,,1.69
QC_506295,2025-01-20 02:15:29,BATCH_14098,Seed Loaf,crust_color_level,4.75,pass,,4.75
QC_504499,2025-01-26 19:13:00,BATCH_13499,Wholegrain Brown,slice_uniformity_mm,1.06,fail,Color inconsistency,1.06
QC_501154,2025-06-02 19:11:44,BATCH_12384,High Energy White,slice_uniformity_mm,6.7,fail,Above tolerance range,6.7
QC_515151,2025-04-07 20:53:17,BATCH_17050,Soft White,slice_uniformity_mm,6.39,fail,Seal issue detected,6.39
QC_509874,2025-05-29 19:14:58,BATCH_15291,Whole Wheat,moisture_percent,35.02,pass,,35.02
QC_507400,2025-07-20 20:18:55,BATCH_14466,High Energy Brown,crust_color_level,3.37,pass,,3.37
QC_510248,2025-06-13 23:03:38,BATCH_15416,Wholegrain Brown,internal_temp_c,96.55,pass,,96.55
QC_507158,2025-05-01 06:40:34,BATCH_14386,Family Loaf,slice_uniformity_mm,-0.29,fail,Below expected tolerance,-0.29
QC_514589,2025-01-19 15:48:39,BATCH_16863,Wholegrain Brown,moisture_percent,35.25,pass,,35.25
QC_505423,2025-02-06 04:49:08,BATCH_13807,Soft White,internal_temp_c,93.84,pass,,93.84
QC_502049,2025-05-09 23:59:12,BATCH_12683,Seed Loaf,internal_temp_c,94.53,pass,,94.53
QC_513168,2025-07-10 04:41:39,BATCH_16389,Family Loaf,weight_grams,716.57,pass,,716.57
QC_511835,2025-01-14 05:04:12,BATCH_15945,Seed Loaf,slice_uniformity_mm,2.26,pass,,2.26
QC_516371,2025-04-13 06:37:01,BATCH_17457,High Energy Brown,texture_score,5.17,pass,,5.17
QC_509208,2025-03-27 23:06:50,BATCH_15069,Soft White,texture_score,1.88,pass,,1.88
QC_514075,2025-03-20 07:29:34,BATCH_16691,Wholegrain Brown,slice_uniformity_mm,7.42,fail,Below expected tolerance,7.42
QC_516646,2025-06-22 06:04:54,BATCH_17548,Family Loaf,slice_uniformity_mm,5.16,pass,,5.16
QC_514486,2025-06-24 01:31:18,BATCH_16828,Seed Loaf,internal_temp_c,94.83,pass,,94.83
QC_514257,2025-07-02 08:17:46,BATCH_16752,High Energy White,crust_color_level,5.05,fail,Below expected tolerance,5.05
QC_506616,2025-06-14 13:30:00,BATCH_14205,Wholegrain Brown,package_seal_strength,103.85,pass,,103.85
QC_508120,2025-06-29 16:07:45,BATCH_14706,Seed Loaf,slice_uniformity_mm,5.44,pass,,5.44
QC_508155,2025-04-05 08:41:25,BATCH_14718,Family Loaf,weight_grams,683.18,pass,,683.18
QC_501802,2025-04-14 09:54:05,BATCH_12600,High Energy White,internal_temp_c,93.73,pass,,93.73
QC_504736,2025-04-26 05:27:41,BATCH_13578,High Energy Brown,slice_uniformity_mm,2.32,pass,,2.32
QC_511111,2025-02-25 17:48:49,BATCH_15703,High Energy White,texture_score,6.77,pass,,6.77
QC_502385,2025-04-06 23:18:43,BATCH_12795,Soft White,internal_temp_c,94.06,pass,,94.06
QC_505759,2025-07-29 04:47:34,BATCH_13919,High Energy Brown,moisture_percent,41.06,fail,Internal temperature deviation,41.06
QC_508680,2025-02-06 09:25:11,BATCH_14893,Family Loaf,texture_score,4.01,pass,,4.01
QC_501734,2025-03-28 10:40:10,BATCH_12578,Soft White,texture_score,11.59,fail,Internal temperature deviation,11.59
QC_502911,2025-03-12 12:54:27,BATCH_12970,Seed Loaf,package_seal_strength,89.11,pass,,89.11
QC_511411,2025-06-30 01:00:28,BATCH_15803,Whole Wheat,moisture_percent,34.69,pass,,34.69
QC_508338,2025-06-23 17:07:12,BATCH_14779,Seed Loaf,crust_color_level,7.35,fail,Below expected tolerance,7.35
QC_501986,2025-07-12 08:09:13,BATCH_12662,Whole Wheat,crust_color_level,2.45,pass,,2.45
QC_506546,2025-04-02 23:49:00,BATCH_14182,High Energy White,slice_uniformity_mm,1.72,fail,Internal temperature deviation,1.72
QC_514243,2025-02-13 06:44:29,BATCH_16747,Family Loaf,slice_uniformity_mm,4.31,pass,,4.31
QC_502811,2025-05-11 16:42:28,BATCH_12937,High Energy Brown,internal_temp_c,93.12,pass,,93.12
QC_517043,2025-05-30 04:33:56,BATCH_17681,Whole Wheat,moisture_percent,35.83,pass,,35.83
QC_515708,2025-06-28 04:48:22,BATCH_17236,Family Loaf,package_seal_strength,122.3,fail,Seal issue detected,122.3
QC_511589,2025-01-21 03:56:06,BATCH_15863,Whole Wheat,texture_score,12.04,fail,Below expected tolerance,12.04
QC_509339,2025-05-30 21:32:18,BATCH_15113,High Energy White,weight_grams,695.92,pass,,695.92
QC_515087,2025-01-16 18:06:52,BATCH_17029,Wholegrain Brown,crust_color_level,0.87,fail,Below expected tolerance,0.87
QC_511774,2025-06-17 00:53:19,BATCH_15924,Wholegrain Brown,moisture_percent,37.41,pass,,37.41
QC_501930,2025-02-01 03:34:36,BATCH_12643,Wholegrain Brown,weight_grams,714.87,pass,,714.87
QC_500197,2025-03-01 20:57:16,BATCH_12065,Seed Loaf,slice_uniformity_mm,1.42,fail,Seal issue detected,1.42
QC_507777,2025-05-16 02:03:59,BATCH_14592,Soft White,package_seal_strength,109.0,pass,,109.0
QC_508004,2025-02-05 02:35:49,BATCH_14668,High Energy Brown,slice_uniformity_mm,8.36,fail,Color inconsistency,8.36
QC_502327,2025-07-28 12:08:51,BATCH_12775,Soft White,slice_uniformity_mm,5.68,pass,,5.68
QC_504389,2025-05-27 18:42:10,BATCH_13463,High Energy Brown,weight_grams,722.37,fail,Internal temperature deviation,722.37
QC_512688,2025-07-20 11:55:42,BATCH_16229,Soft White,internal_temp_c,99.46,fail,Below expected tolerance,99.46
QC_511447,2025-07-22 10:05:59,BATCH_15815,Seed Loaf,package_seal_strength,114.79,pass,,114.79
QC_500202,2025-01-01 13:36:24,BATCH_12067,High Energy White,slice_uniformity_mm,2.29,pass,,2.29
QC_504931,2025-07-08 21:22:11,BATCH_13643,High Energy White,moisture_percent,32.49,pass,,32.49
QC_505791,2025-02-19 06:35:41,BATCH_13930,Soft White,texture_score,-0.06,fail,Internal temperature deviation,-0.06
QC_513949,2025-01-16 14:13:23,BATCH_16649,High Energy White,moisture_percent,33.18,pass,,33.18
QC_507392,2025-01-04 07:21:51,BATCH_14464,Seed Loaf,slice_uniformity_mm,5.23,pass,,5.23
QC_505855,2025-01-20 14:23:59,BATCH_13951,High Energy White,weight_grams,692.02,pass,,692.02
QC_500854,2025-03-26 16:02:40,BATCH_12284,Seed Loaf,weight_grams,678.92,fail,Below expected tolerance,678.92
QC_513877,2025-05-24 11:03:17,BATCH_16625,Wholegrain Brown,weight_grams,705.65,pass,,705.65
QC_514555,2025-01-26 06:58:52,BATCH_16851,Family Loaf,crust_color_level,1.77,pass,,1.77
QC_504737,2025-04-30 06:32:33,BATCH_13579,Whole Wheat,slice_uniformity_mm,2.72,pass,,2.72
QC_517082,2025-05-23 23:38:20,BATCH_17694,Whole Wheat,crust_color_level,5.98,fail,Internal temperature deviation,5.98
QC_501636,2025-05-06 20:30:03,BATCH_12545,Whole Wheat,texture_score,-0.82,fail,Below expected tolerance,-0.82
QC_511649,2025-01-10 20:26:01,BATCH_15883,High Energy White,internal_temp_c,92.91,fail,Color inconsistency,92.91
QC_517675,2025-04-18 17:53:59,BATCH_17891,Wholegrain Brown,crust_color_level,7.14,fail,Color inconsistency,7.14
QC_506585,2025-06-06 02:23:30,BATCH_14195,Seed Loaf,weight_grams,717.63,pass,,717.63
QC_513808,2025-03-02 19:30:30,BATCH_16602,Soft White,texture_score,7.82,pass,,7.82
QC_503304,2025-04-15 22:53:46,BATCH_13101,Wholegrain Brown,texture_score,6.84,pass,,6.84
QC_517879,2025-07-25 23:15:59,BATCH_17959,Whole Wheat,internal_temp_c,100.96,fail,Internal temperature deviation,100.96
QC_507994,2025-03-11 07:21:39,BATCH_14664,Family Loaf,moisture_percent,37.23,pass,,37.23
QC_501998,2025-06-21 10:03:44,BATCH_12666,Soft White,moisture_percent,35.64,pass,,35.64
QC_500663,2025-05-13 18:36:01,BATCH_12221,Family Loaf,weight_grams,694.05,pass,,694.05
QC_513545,2025-05-24 00:05:22,BATCH_16515,Seed Loaf,package_seal_strength,105.16,pass,,105.16
QC_503748,2025-05-17 20:00:11,BATCH_13249,Whole Wheat,slice_uniformity_mm,7.62,fail,Seal issue detected,7.62
QC_505530,2025-01-21 18:24:51,BATCH_13843,Wholegrain Brown,texture_score,-0.56,fail,Internal temperature deviation,-0.56
QC_507526,2025-06-15 17:32:55,BATCH_14508,High Energy White,texture_score,3.22,pass,,3.22
QC_509474,2025-06-22 09:07:50,BATCH_15158,Family Loaf,internal_temp_c,101.15,fail,Above tolerance range,101.15
QC_506776,2025-02-08 00:18:41,BATCH_14258,Whole Wheat,slice_uniformity_mm,5.85,pass,,5.85
QC_501306,2025-01-08 19:38:30,BATCH_12435,Wholegrain Brown,texture_score,-0.73,fail,Above tolerance range,-0.73
QC_511494,2025-01-18 18:10:27,BATCH_15831,Soft White,moisture_percent,29.4,fail,Above tolerance range,29.4
QC_515707,2025-01-29 01:02:32,BATCH_17235,Family Loaf,texture_score,11.94,fail,Seal issue detected,11.94
QC_510230,2025-07-16 17:52:48,BATCH_15410,High Energy White,weight_grams,720.9,fail,Above tolerance range,720.9
QC_510173,2025-01-23 02:15:11,BATCH_15391,Wholegrain Brown,moisture_percent,41.06,fail,Internal temperature deviation,41.06
QC_516157,2025-07-18 06:36:47,BATCH_17385,High Energy Brown,texture_score,9.99,pass,,9.99
QC_503627,2025-07-24 17:19:51,BATCH_13209,High Energy White,weight_grams,687.35,pass,,687.35
QC_513931,2025-05-04 19:10:08,BATCH_16643,Family Loaf,internal_temp_c,94.14,pass,,94.14
QC_502693,2025-04-14 08:37:44,BATCH_12897,High Energy White,internal_temp_c,95.85,pass,,95.85
QC_511252,2025-07-13 06:47:59,BATCH_15750,Family Loaf,slice_uniformity_mm,3.56,pass,,3.56
QC_516312,2025-02-23 03:12:03,BATCH_17437,High Energy White,slice_uniformity_mm,6.6,fail,Seal issue detected,6.6
QC_509789,2025-01-09 00:28:44,BATCH_15263,Soft White,internal_temp_c,101.22,fail,Internal temperature deviation,101.22
QC_510921,2025-02-03 21:21:40,BATCH_15640,High Energy White,package_seal_strength,87.94,pass,,87.94
QC_510817,2025-04-25 01:22:03,BATCH_15605,High Energy White,package_seal_strength,79.86,fail,Internal temperature deviation,79.86
QC_509914,2025-06-03 01:50:39,BATCH_15304,High Energy White,internal_temp_c,100.19,fail,Below expected tolerance,100.19
QC_516198,2025-05-03 09:30:02,BATCH_17399,Seed Loaf,moisture_percent,39.06,fail,Below expected tolerance,39.06
QC_501059,2025-04-30 03:04:18,BATCH_12353,Soft White,weight_grams,719.29,pass,,719.29
QC_501678,2025-03-06 09:01:07,BATCH_12559,Seed Loaf,weight_grams,705.01,pass,,705.01
QC_506374,2025-01-16 04:39:03,BATCH_14124,Family Loaf,package_seal_strength,87.92,pass,,87.92
QC_507574,2025-02-09 00:47:35,BATCH_14524,Seed Loaf,moisture_percent,37.15,pass,,37.15
QC_514820,2025-06-21 10:25:34,BATCH_16940,Soft White,slice_uniformity_mm,6.8,fail,Seal issue detected,6.8
QC_512383,2025-05-29 17:35:10,BATCH_16127,Soft White,internal_temp_c,99.93,fail,Internal temperature deviation,99.93
QC_508755,2025-03-17 13:02:05,BATCH_14918,Soft White,package_seal_strength,113.11,pass,,113.11
QC_517247,2025-04-19 19:56:39,BATCH_17749,Seed Loaf,crust_color_level,-0.78,fail,Seal issue detected,-0.78
QC_515934,2025-04-10 19:52:26,BATCH_17311,Whole Wheat,weight_grams,713.19,pass,,713.19
QC_517868,2025-06-28 14:08:30,BATCH_17956,High Energy White,texture_score,6.9,pass,,6.9
QC_500206,2025-05-05 20:51:18,BATCH_12068,Soft White,package_seal_strength,80.78,pass,,80.78
QC_512685,2025-03-10 17:31:11,BATCH_16228,Family Loaf,texture_score,8.57,pass,,8.57
QC_506910,2025-03-15 00:48:34,BATCH_14303,Seed Loaf,moisture_percent,31.51,pass,,31.51
QC_500502,2025-01-13 22:50:43,BATCH_12167,High Energy Brown,weight_grams,703.89,pass,,703.89
QC_517412,2025-01-15 02:08:29,BATCH_17804,High Energy Brown,package_seal_strength,112.16,pass,,112.16
QC_513773,2025-04-09 22:11:25,BATCH_16591,High Energy Brown,crust_color_level,6.94,fail,Internal temperature deviation,6.94
QC_508110,2025-02-26 14:04:44,BATCH_14703,Seed Loaf,package_seal_strength,86.26,pass,,86.26
QC_514948,2025-03-10 18:44:14,BATCH_16982,Wholegrain Brown,package_seal_strength,101.25,pass,,101.25
QC_505056,2025-04-27 22:41:47,BATCH_13685,Soft White,internal_temp_c,92.59,fail,Internal temperature deviation,92.59
QC_509762,2025-03-18 16:19:29,BATCH_15254,Family Loaf,moisture_percent,34.36,pass,,34.36
QC_510965,2025-06-27 06:15:38,BATCH_15655,Soft White,moisture_percent,31.68,pass,,31.68
QC_514039,2025-04-04 19:01:10,BATCH_16679,High Energy White,slice_uniformity_mm,-0.26,fail,Seal issue detected,-0.26
QC_511837,2025-01-14 05:04:12,BATCH_15945,Seed Loaf,weight_grams,679.58,fail,Below expected tolerance,679.58
QC_502454,2025-04-14 03:14:12,BATCH_12818,Wholegrain Brown,package_seal_strength,79.1,fail,Above tolerance range,79.1
QC_515265,2025-01-12 06:51:52,BATCH_17088,High Energy Brown,internal_temp_c,94.24,pass,,94.24
QC_513067,2025-01-20 14:24:41,BATCH_16355,Seed Loaf,moisture_percent,34.73,pass,,34.73
QC_508392,2025-06-24 11:24:21,BATCH_14797,Soft White,moisture_percent,37.37,pass,,37.37
QC_506184,2025-06-08 10:38:13,BATCH_14061,Whole Wheat,package_seal_strength,93.01,pass,,93.01
QC_503561,2025-01-22 12:33:02,BATCH_13187,Whole Wheat,crust_color_level,7.12,fail,Above tolerance range,7.12
QC_505892,2025-06-03 23:05:13,BATCH_13964,Whole Wheat,texture_score,10.0,pass,,10.0
QC_512666,2025-05-16 16:39:47,BATCH_16222,Wholegrain Brown,crust_color_level,-0.2,fail,Internal temperature deviation,-0.2
QC_513986,2025-01-07 15:24:41,BATCH_16662,Family Loaf,weight_grams,692.17,pass,,692.17
QC_500391,2025-03-09 09:16:24,BATCH_12130,Wholegrain Brown,texture_score,8.95,pass,,8.95
QC_506736,2025-05-29 21:09:38,BATCH_14245,Whole Wheat,crust_color_level,5.18,fail,Seal issue detected,5.18
QC_505258,2025-07-16 10:34:22,BATCH_13752,High Energy White,texture_score,10.21,fail,Below expected tolerance,10.21
QC_515422,2025-01-30 17:21:41,BATCH_17140,Seed Loaf,weight_grams,688.09,pass,,688.09
QC_502695,2025-05-04 12:56:14,BATCH_12898,Whole Wheat,moisture_percent,31.01,pass,,31.01
QC_502027,2025-01-13 09:50:00,BATCH_12675,Wholegrain Brown,weight_grams,686.62,pass,,686.62
QC_502568,2025-05-22 02:16:58,BATCH_12856,Wholegrain Brown,package_seal_strength,119.1,pass,,119.1
QC_508006,2025-02-05 02:35:49,BATCH_14668,High Energy Brown,package_seal_strength,110.64,pass,,110.64
QC_516216,2025-02-03 22:41:18,BATCH_17405,Whole Wheat,weight_grams,721.84,fail,Color inconsistency,721.84
QC_516448,2025-04-29 13:56:07,BATCH_17482,High Energy White,moisture_percent,34.55,pass,,34.55
QC_505276,2025-07-24 05:09:40,BATCH_13758,Wholegrain Brown,package_seal_strength,106.38,pass,,106.38
QC_507208,2025-02-10 00:10:53,BATCH_14402,Wholegrain Brown,moisture_percent,32.55,pass,,32.55
QC_508571,2025-05-28 17:12:30,BATCH_14857,Wholegrain Brown,slice_uniformity_mm,6.36,fail,Internal temperature deviation,6.36
QC_506331,2025-01-23 09:31:30,BATCH_14110,Seed Loaf,crust_color_level,-1.01,fail,Above tolerance range,-1.01
