batch_id,sku,parameter,fail_count,mean_value,min_value,max_value,notes_sample
BATCH_17555,Family Loaf,internal_temp_c,1,92.3,92.3,92.3,Below expected tolerance
BATCH_17555,Family Loaf,slice_uniformity_mm,1,0.11,0.11,0.11,Below expected tolerance
BATCH_12194,Seed Loaf,texture_score,1,10.17,10.17,10.17,Color inconsistency
BATCH_17558,Seed Loaf,slice_uniformity_mm,1,7.84,7.84,7.84,Color inconsistency
BATCH_17561,Wholegrain Brown,slice_uniformity_mm,1,6.89,6.89,6.89,Internal temperature deviation
BATCH_17562,Wholegrain Brown,slice_uniformity_mm,1,0.4,0.4,0.4,Color inconsistency
BATCH_12195,Wholegrain Brown,moisture_percent,1,39.71,39.71,39.71,Internal temperature deviation
BATCH_17564,Family Loaf,texture_score,1,-0.72,-0.72,-0.72,Above tolerance range
BATCH_17565,Whole Wheat,moisture_percent,1,39.87,39.87,39.87,Internal temperature deviation
BATCH_17566,Whole Wheat,moisture_percent,1,39.61,39.61,39.61,Seal issue detected
BATCH_17567,Whole Wheat,crust_color_level,1,6.66,6.66,6.66,Seal issue detected
BATCH_17567,Whole Wheat,moisture_percent,1,40.29,40.29,40.29,Color inconsistency
BATCH_17568,High Energy Brown,internal_temp_c,1,91.92,91.92,91.92,Above tolerance range
BATCH_17568,High Energy Brown,moisture_percent,1,29.24,29.24,29.24,Internal temperature deviation
BATCH_17568,High Energy Brown,slice_uniformity_mm,1,0.73,0.73,0.73,Color inconsistency
BATCH_17572,High Energy Brown,crust_color_level,1,5.46,5.46,5.46,Internal temperature deviation
BATCH_17572,High Energy Brown,internal_temp_c,1,90.92,90.92,90.92,Seal issue detected
BATCH_17572,High Energy Brown,slice_uniformity_mm,1,7.55,7.55,7.55,Color inconsistency
BATCH_17574,Family Loaf,internal_temp_c,1,91.34,91.34,91.34,Above tolerance range
BATCH_12196,High Energy White,crust_color_level,1,5.99,5.99,5.99,Color inconsistency
BATCH_17575,High Energy White,crust_color_level,1,5.64,5.64,5.64,Below expected tolerance
BATCH_17579,High Energy White,slice_uniformity_mm,1,7.36,7.36,7.36,Internal temperature deviation
BATCH_17579,High Energy White,texture_score,1,-0.76,-0.76,-0.76,Below expected tolerance
BATCH_17580,Seed Loaf,crust_color_level,1,-1.49,-1.49,-1.49,Internal temperature deviation
BATCH_17582,High Energy White,crust_color_level,1,6.5,6.5,6.5,Above tolerance range
BATCH_17582,High Energy White,internal_temp_c,1,91.26,91.26,91.26,Above tolerance range
BATCH_17583,Whole Wheat,slice_uniformity_mm,1,1.73,1.73,1.73,Above tolerance range
BATCH_17583,Whole Wheat,texture_score,1,10.69,10.69,10.69,Seal issue detected
BATCH_17584,Soft White,internal_temp_c,1,91.94,91.94,91.94,Seal issue detected
BATCH_17584,Soft White,slice_uniformity_mm,1,1.01,1.01,1.01,Color inconsistency
BATCH_17585,High Energy Brown,crust_color_level,1,-0.81,-0.81,-0.81,Internal temperature deviation
BATCH_17587,Wholegrain Brown,internal_temp_c,1,101.46,101.46,101.46,Above tolerance range
BATCH_17587,Wholegrain Brown,slice_uniformity_mm,1,1.47,1.47,1.47,Internal temperature deviation
BATCH_17588,Whole Wheat,crust_color_level,1,-1.07,-1.07,-1.07,Above tolerance range
BATCH_17588,Whole Wheat,texture_score,1,-0.58,-0.58,-0.58,Below expected tolerance
BATCH_17589,High Energy Brown,slice_uniformity_mm,1,1.58,1.58,1.58,Internal temperature deviation
BATCH_17590,High Energy White,slice_uniformity_mm,1,6.74,6.74,6.74,Seal issue detected
BATCH_17591,Soft White,slice_uniformity_mm,1,1.13,1.13,1.13,Below expected tolerance
BATCH_17592,Wholegrain Brown,slice_uniformity_mm,1,0.93,0.93,0.93,Below expected tolerance
BATCH_12196,High Energy White,internal_temp_c,1,92.39,92.39,92.39,Internal temperature deviation
BATCH_17594,High Energy White,package_seal_strength,1,120.44,120.44,120.44,Seal issue detected
BATCH_17595,Soft White,texture_score,1,0.05,0.05,0.05,Color inconsistency
BATCH_17596,High Energy White,moisture_percent,1,40.22,40.22,40.22,Above tolerance range
BATCH_17599,Soft White,slice_uniformity_mm,1,8.35,8.35,8.35,Color inconsistency
BATCH_17600,High Energy White,moisture_percent,1,30.36,30.36,30.36,Color inconsistency
BATCH_17600,High Energy White,slice_uniformity_mm,1,6.57,6.57,6.57,Seal issue detected
BATCH_17601,Family Loaf,slice_uniformity_mm,1,0.46,0.46,0.46,Below expected tolerance
BATCH_17602,Whole Wheat,crust_color_level,1,-0.09,-0.09,-0.09,Seal issue detected
BATCH_17603,High Energy White,crust_color_level,1,0.74,0.74,0.74,Above tolerance range
BATCH_17603,High Energy White,slice_uniformity_mm,1,0.72,0.72,0.72,Internal temperature deviation
BATCH_17603,High Energy White,texture_score,1,12.28,12.28,12.28,Color inconsistency
BATCH_12197,Soft White,crust_color_level,1,6.1,6.1,6.1,Above tolerance range
BATCH_17605,High Energy Brown,package_seal_strength,1,120.6,120.6,120.6,Internal temperature deviation
BATCH_17609,Seed Loaf,internal_temp_c,1,99.7,99.7,99.7,Seal issue detected
BATCH_17610,Whole Wheat,internal_temp_c,1,101.48,101.48,101.48,Seal issue detected
BATCH_17611,Seed Loaf,internal_temp_c,1,92.37,92.37,92.37,Above tolerance range
BATCH_17611,Seed Loaf,moisture_percent,1,28.89,28.89,28.89,Below expected tolerance
BATCH_17614,Soft White,crust_color_level,1,6.95,6.95,6.95,Internal temperature deviation
BATCH_17614,Soft White,slice_uniformity_mm,1,6.28,6.28,6.28,Seal issue detected
BATCH_17615,Wholegrain Brown,internal_temp_c,1,100.44,100.44,100.44,Above tolerance range
BATCH_12197,Soft White,texture_score,1,-0.4,-0.4,-0.4,Color inconsistency
BATCH_17617,High Energy Brown,crust_color_level,1,-1.11,-1.11,-1.11,Above tolerance range
BATCH_17618,High Energy Brown,texture_score,1,0.29,0.29,0.29,Below expected tolerance
BATCH_17619,Wholegrain Brown,internal_temp_c,1,99.77,99.77,99.77,Seal issue detected
BATCH_17620,High Energy Brown,slice_uniformity_mm,1,7.37,7.37,7.37,Above tolerance range
BATCH_17621,Wholegrain Brown,moisture_percent,1,40.97,40.97,40.97,Below expected tolerance
BATCH_17622,Wholegrain Brown,texture_score,1,-0.52,-0.52,-0.52,Color inconsistency
BATCH_17623,Whole Wheat,moisture_percent,1,39.67,39.67,39.67,Seal issue detected
BATCH_17624,Seed Loaf,slice_uniformity_mm,1,1.65,1.65,1.65,Color inconsistency
BATCH_17624,Seed Loaf,texture_score,1,10.98,10.98,10.98,Below expected tolerance
BATCH_17625,Wholegrain Brown,slice_uniformity_mm,1,-0.37,-0.37,-0.37,Internal temperature deviation
BATCH_17627,High Energy White,internal_temp_c,1,100.74,100.74,100.74,Internal temperature deviation
BATCH_17628,Seed Loaf,crust_color_level,1,6.63,6.63,6.63,Seal issue detected
BATCH_17629,Family Loaf,slice_uniformity_mm,1,7.53,7.53,7.53,Internal temperature deviation
BATCH_17631,Wholegrain Brown,crust_color_level,1,6.87,6.87,6.87,Below expected tolerance
BATCH_17631,Wholegrain Brown,internal_temp_c,1,92.28,92.28,92.28,Below expected tolerance
BATCH_17631,Wholegrain Brown,slice_uniformity_mm,1,1.28,1.28,1.28,Internal temperature deviation
BATCH_17632,High Energy White,package_seal_strength,1,122.02,122.02,122.02,Above tolerance range
BATCH_17632,High Energy White,slice_uniformity_mm,1,1.34,1.34,1.34,Internal temperature deviation
BATCH_17633,Seed Loaf,moisture_percent,1,30.24,30.24,30.24,Color inconsistency
BATCH_17633,Seed Loaf,slice_uniformity_mm,1,0.21,0.21,0.21,Color inconsistency
BATCH_17634,Wholegrain Brown,texture_score,1,11.33,11.33,11.33,Below expected tolerance
BATCH_17634,Wholegrain Brown,weight_grams,1,721.29,721.29,721.29,Internal temperature deviation
BATCH_17635,Soft White,texture_score,1,10.06,10.06,10.06,Seal issue detected
BATCH_17636,Family Loaf,internal_temp_c,1,92.99,92.99,92.99,Seal issue detected
BATCH_12198,Whole Wheat,internal_temp_c,1,92.94,92.94,92.94,Above tolerance range
BATCH_17639,Seed Loaf,internal_temp_c,1,99.3,99.3,99.3,Below expected tolerance
BATCH_17639,Seed Loaf,moisture_percent,1,39.4,39.4,39.4,Below expected tolerance
BATCH_17640,High Energy Brown,crust_color_level,1,0.33,0.33,0.33,Above tolerance range
BATCH_17641,Family Loaf,internal_temp_c,1,100.01,100.01,100.01,Seal issue detected
BATCH_17641,Family Loaf,texture_score,1,0.94,0.94,0.94,Seal issue detected
BATCH_17644,Seed Loaf,crust_color_level,1,6.21,6.21,6.21,Internal temperature deviation
BATCH_17645,Wholegrain Brown,slice_uniformity_mm,1,8.21,8.21,8.21,Below expected tolerance
BATCH_17646,Whole Wheat,moisture_percent,1,29.72,29.72,29.72,Above tolerance range
BATCH_17647,Seed Loaf,moisture_percent,1,39.02,39.02,39.02,Above tolerance range
BATCH_17651,Whole Wheat,internal_temp_c,1,92.91,92.91,92.91,Above tolerance range
BATCH_17651,Whole Wheat,moisture_percent,1,39.32,39.32,39.32,Seal issue detected
BATCH_17652,Whole Wheat,slice_uniformity_mm,1,0.47,0.47,0.47,Above tolerance range
BATCH_17653,Family Loaf,crust_color_level,1,5.97,5.97,5.97,
BATCH_17654,Whole Wheat,internal_temp_c,1,91.02,91.02,91.02,Above tolerance range
BATCH_17655,Soft White,crust_color_level,1,5.61,5.61,5.61,Above tolerance range
BATCH_17655,Soft White,internal_temp_c,1,92.17,92.17,92.17,Internal temperature deviation
BATCH_17655,Soft White,slice_uniformity_mm,1,7.22,7.22,7.22,Seal issue detected
BATCH_17657,Seed Loaf,slice_uniformity_mm,1,0.16,0.16,0.16,Below expected tolerance
BATCH_17657,Seed Loaf,texture_score,1,11.09,11.09,11.09,Below expected tolerance
BATCH_17658,High Energy White,texture_score,1,-0.25,-0.25,-0.25,Seal issue detected
BATCH_17660,Seed Loaf,moisture_percent,1,39.42,39.42,39.42,Color inconsistency
BATCH_17660,Seed Loaf,slice_uniformity_mm,1,1.92,1.92,1.92,Internal temperature deviation
BATCH_17660,Seed Loaf,weight_grams,1,720.65,720.65,720.65,Seal issue detected
BATCH_17661,Whole Wheat,package_seal_strength,1,78.57,78.57,78.57,Above tolerance range
BATCH_17662,Family Loaf,crust_color_level,1,6.0,6.0,6.0,Seal issue detected
BATCH_17662,Family Loaf,internal_temp_c,1,92.59,92.59,92.59,Color inconsistency
BATCH_17662,Family Loaf,slice_uniformity_mm,1,7.23,7.23,7.23,Seal issue detected
BATCH_17663,Family Loaf,crust_color_level,1,-0.81,-0.81,-0.81,Above tolerance range
BATCH_17664,High Energy White,texture_score,1,10.41,10.41,10.41,Color inconsistency
BATCH_17666,High Energy Brown,slice_uniformity_mm,1,6.56,6.56,6.56,Color inconsistency
BATCH_17667,High Energy Brown,crust_color_level,1,5.76,5.76,5.76,Below expected tolerance
BATCH_17667,High Energy Brown,moisture_percent,1,30.51,30.51,30.51,Seal issue detected
BATCH_17668,Soft White,slice_uniformity_mm,1,1.57,1.57,1.57,Below expected tolerance
BATCH_17669,Whole Wheat,moisture_percent,1,41.44,41.44,41.44,Seal issue detected
BATCH_17669,Whole Wheat,weight_grams,1,677.53,677.53,677.53,Above tolerance range
BATCH_17670,Soft White,texture_score,1,11.66,11.66,11.66,Below expected tolerance
BATCH_17671,Soft White,weight_grams,1,678.01,678.01,678.01,Internal temperature deviation
BATCH_17672,High Energy Brown,crust_color_level,1,-0.02,-0.02,-0.02,Below expected tolerance
BATCH_17673,High Energy White,crust_color_level,1,-1.49,-1.49,-1.49,Below expected tolerance
BATCH_17675,Family Loaf,crust_color_level,1,-1.19,-1.19,-1.19,Color inconsistency
BATCH_17675,Family Loaf,internal_temp_c,1,99.73,99.73,99.73,Above tolerance range
BATCH_17676,Wholegrain Brown,crust_color_level,1,0.76,0.76,0.76,Internal temperature deviation
BATCH_17677,Soft White,internal_temp_c,1,101.37,101.37,101.37,Internal temperature deviation
BATCH_17677,Soft White,texture_score,1,11.75,11.75,11.75,
BATCH_17678,Whole Wheat,texture_score,1,12.05,12.05,12.05,Seal issue detected
BATCH_17679,Seed Loaf,internal_temp_c,1,92.84,92.84,92.84,Below expected tolerance
BATCH_17679,Seed Loaf,moisture_percent,1,29.26,29.26,29.26,Above tolerance range
BATCH_17679,Seed Loaf,weight_grams,1,721.04,721.04,721.04,Above tolerance range
BATCH_17680,Wholegrain Brown,crust_color_level,1,5.5,5.5,5.5,Below expected tolerance
BATCH_17681,Whole Wheat,texture_score,1,-0.78,-0.78,-0.78,Below expected tolerance
BATCH_17682,High Energy White,crust_color_level,1,-0.4,-0.4,-0.4,Color inconsistency
BATCH_17683,Soft White,crust_color_level,1,0.39,0.39,0.39,Internal temperature deviation
BATCH_17683,Soft White,moisture_percent,1,29.41,29.41,29.41,Internal temperature deviation
BATCH_17683,Soft White,slice_uniformity_mm,1,0.0,0.0,0.0,Below expected tolerance
BATCH_17685,Wholegrain Brown,crust_color_level,1,5.28,5.28,5.28,Above tolerance range
BATCH_17689,Whole Wheat,moisture_percent,1,29.85,29.85,29.85,Internal temperature deviation
BATCH_17689,Whole Wheat,slice_uniformity_mm,1,-0.12,-0.12,-0.12,Color inconsistency
BATCH_17690,Seed Loaf,internal_temp_c,1,99.96,99.96,99.96,Below expected tolerance
BATCH_17693,Seed Loaf,crust_color_level,1,7.39,7.39,7.39,Seal issue detected
BATCH_17694,Whole Wheat,crust_color_level,1,5.98,5.98,5.98,Internal temperature deviation
BATCH_17694,Whole Wheat,texture_score,1,11.63,11.63,11.63,Below expected tolerance
BATCH_17695,Family Loaf,internal_temp_c,1,90.68,90.68,90.68,Above tolerance range
BATCH_17696,Seed Loaf,weight_grams,1,678.46,678.46,678.46,Below expected tolerance
BATCH_17698,Whole Wheat,slice_uniformity_mm,1,-0.42,-0.42,-0.42,Seal issue detected
BATCH_17698,Whole Wheat,texture_score,1,10.72,10.72,10.72,Seal issue detected
BATCH_17699,Seed Loaf,crust_color_level,1,-0.4,-0.4,-0.4,Color inconsistency
BATCH_17699,Seed Loaf,texture_score,1,-0.38,-0.38,-0.38,Color inconsistency
BATCH_17702,Soft White,package_seal_strength,1,79.0,79.0,79.0,Above tolerance range
BATCH_17702,Soft White,texture_score,1,0.41,0.41,0.41,Internal temperature deviation
BATCH_17703,Soft White,crust_color_level,1,0.93,0.93,0.93,Color inconsistency
BATCH_17704,Seed Loaf,package_seal_strength,1,78.08,78.08,78.08,Seal issue detected
BATCH_17705,Soft White,texture_score,1,10.71,10.71,10.71,Above tolerance range
BATCH_17706,High Energy White,slice_uniformity_mm,1,7.86,7.86,7.86,Seal issue detected
BATCH_17707,Wholegrain Brown,moisture_percent,1,30.96,30.96,30.96,Seal issue detected
BATCH_17708,High Energy White,slice_uniformity_mm,1,6.21,6.21,6.21,Color inconsistency
BATCH_17710,Family Loaf,weight_grams,1,721.74,721.74,721.74,Color inconsistency
BATCH_17711,Whole Wheat,package_seal_strength,1,120.17,120.17,120.17,Internal temperature deviation
BATCH_17715,Family Loaf,texture_score,1,-1.37,-1.37,-1.37,Internal temperature deviation
BATCH_17716,Whole Wheat,weight_grams,1,722.16,722.16,722.16,Internal temperature deviation
BATCH_17717,High Energy Brown,texture_score,1,11.84,11.84,11.84,Below expected tolerance
BATCH_17718,High Energy White,crust_color_level,1,0.32,0.32,0.32,Above tolerance range
BATCH_17718,High Energy White,slice_uniformity_mm,1,6.21,6.21,6.21,Color inconsistency
BATCH_12199,High Energy Brown,slice_uniformity_mm,1,8.12,8.12,8.12,Above tolerance range
BATCH_17720,High Energy White,crust_color_level,1,-1.02,-1.02,-1.02,Below expected tolerance
BATCH_17720,High Energy White,internal_temp_c,1,100.0,100.0,100.0,Color inconsistency
BATCH_17721,Seed Loaf,slice_uniformity_mm,1,0.7,0.7,0.7,Above tolerance range
BATCH_17722,Family Loaf,crust_color_level,1,-0.7,-0.7,-0.7,Below expected tolerance
BATCH_17722,Family Loaf,weight_grams,1,720.77,720.77,720.77,Above tolerance range
BATCH_12200,High Energy White,slice_uniformity_mm,1,0.18,0.18,0.18,Seal issue detected
BATCH_17724,Wholegrain Brown,crust_color_level,1,5.01,5.01,5.01,Above tolerance range
BATCH_17726,Family Loaf,slice_uniformity_mm,1,1.17,1.17,1.17,Internal temperature deviation
BATCH_17727,Soft White,internal_temp_c,1,91.49,91.49,91.49,Above tolerance range
BATCH_17729,Family Loaf,crust_color_level,1,0.17,0.17,0.17,Above tolerance range
BATCH_17731,High Energy Brown,texture_score,1,10.93,10.93,10.93,Above tolerance range
BATCH_17732,Soft White,crust_color_level,1,0.52,0.52,0.52,Above tolerance range
BATCH_17732,Soft White,moisture_percent,1,40.08,40.08,40.08,Color inconsistency
BATCH_17733,Wholegrain Brown,crust_color_level,1,0.22,0.22,0.22,Color inconsistency
BATCH_17733,Wholegrain Brown,internal_temp_c,1,101.32,101.32,101.32,Internal temperature deviation
BATCH_17736,Family Loaf,slice_uniformity_mm,1,6.64,6.64,6.64,Below expected tolerance
BATCH_17737,Seed Loaf,crust_color_level,1,-1.05,-1.05,-1.05,Internal temperature deviation
BATCH_17737,Seed Loaf,slice_uniformity_mm,1,1.39,1.39,1.39,Seal issue detected
BATCH_17738,Family Loaf,texture_score,1,0.88,0.88,0.88,Color inconsistency
BATCH_17739,Seed Loaf,crust_color_level,1,0.09,0.09,0.09,Internal temperature deviation
BATCH_17740,Whole Wheat,weight_grams,1,678.24,678.24,678.24,Internal temperature deviation
BATCH_17741,High Energy White,crust_color_level,1,-1.12,-1.12,-1.12,Seal issue detected
BATCH_17742,Soft White,texture_score,1,10.06,10.06,10.06,Color inconsistency
BATCH_17742,Soft White,weight_grams,1,720.01,720.01,720.01,Seal issue detected
BATCH_17743,Family Loaf,crust_color_level,1,5.76,5.76,5.76,Above tolerance range
BATCH_17743,Family Loaf,texture_score,1,-0.37,-0.37,-0.37,Below expected tolerance
BATCH_17744,High Energy White,slice_uniformity_mm,1,-0.19,-0.19,-0.19,Below expected tolerance
BATCH_17745,Soft White,slice_uniformity_mm,1,8.06,8.06,8.06,
BATCH_17746,High Energy Brown,package_seal_strength,1,121.2,121.2,121.2,Internal temperature deviation
BATCH_12202,Seed Loaf,internal_temp_c,1,100.01,100.01,100.01,Color inconsistency
BATCH_17748,High Energy Brown,slice_uniformity_mm,1,-0.48,-0.48,-0.48,Color inconsistency
BATCH_17749,Seed Loaf,crust_color_level,1,-0.78,-0.78,-0.78,Seal issue detected
BATCH_12204,Wholegrain Brown,moisture_percent,1,29.24,29.24,29.24,Color inconsistency
BATCH_17750,High Energy Brown,texture_score,1,-1.25,-1.25,-1.25,Below expected tolerance
BATCH_17751,Wholegrain Brown,internal_temp_c,1,92.69,92.69,92.69,Internal temperature deviation
BATCH_17751,Wholegrain Brown,moisture_percent,1,40.32,40.32,40.32,Seal issue detected
BATCH_17752,Family Loaf,internal_temp_c,1,91.3,91.3,91.3,Below expected tolerance
BATCH_17753,Wholegrain Brown,internal_temp_c,1,101.35,101.35,101.35,Above tolerance range
BATCH_17754,Soft White,slice_uniformity_mm,1,1.96,1.96,1.96,Above tolerance range
BATCH_17755,Family Loaf,internal_temp_c,1,99.82,99.82,99.82,Below expected tolerance
BATCH_17756,Wholegrain Brown,slice_uniformity_mm,1,7.83,7.83,7.83,Seal issue detected
BATCH_17757,Seed Loaf,internal_temp_c,1,90.76,90.76,90.76,Above tolerance range
BATCH_17758,Whole Wheat,crust_color_level,1,-0.65,-0.65,-0.65,Internal temperature deviation
BATCH_17758,Whole Wheat,moisture_percent,1,39.43,39.43,39.43,Seal issue detected
BATCH_17759,High Energy Brown,crust_color_level,1,5.38,5.38,5.38,Color inconsistency
BATCH_17759,High Energy Brown,slice_uniformity_mm,1,1.29,1.29,1.29,Below expected tolerance
BATCH_17760,High Energy White,texture_score,1,11.37,11.37,11.37,Internal temperature deviation
BATCH_17761,Whole Wheat,weight_grams,1,677.76,677.76,677.76,Above tolerance range
BATCH_17762,Seed Loaf,internal_temp_c,1,99.15,99.15,99.15,Above tolerance range
BATCH_17762,Seed Loaf,slice_uniformity_mm,1,7.6,7.6,7.6,
BATCH_17763,Family Loaf,moisture_percent,1,39.48,39.48,39.48,Seal issue detected
BATCH_17763,Family Loaf,texture_score,1,-1.45,-1.45,-1.45,Above tolerance range
BATCH_17764,Wholegrain Brown,internal_temp_c,1,101.11,101.11,101.11,Color inconsistency
BATCH_17765,Whole Wheat,texture_score,1,-0.61,-0.61,-0.61,Internal temperature deviation
BATCH_17765,Whole Wheat,weight_grams,1,721.91,721.91,721.91,Above tolerance range
BATCH_17766,High Energy White,crust_color_level,1,0.76,0.76,0.76,Seal issue detected
BATCH_17766,High Energy White,internal_temp_c,1,91.0,91.0,91.0,Above tolerance range
